City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
87,Mangaldai,IN,26.4333,92.0333,87.8,42,40,3.44,haze
88,Lagoa,PT,39.05,-27.9833,59.4,80,100,13.56,overcast clouds
89,Sosnytsya,UA,51.5239,32.4999,46.17,60,30,7.05,scattered clouds
90,San Quintin,MX,30.4833,-115.95,53.76,77,0,9.33,clear sky
91,Grand Gaube,MU,-20.0064,57.6608,78.01,83,100,10.0,light rain
92,Ponta Do Sol,PT,32.6667,-17.1,60.01,82,94,4.9,overcast clouds
93,Glarus,CH,47.0406,9.068,61.0,17,98,1.99,overcast clouds
94,Mataura,NZ,-46.1927,168.8643,54.0,90,100,5.99,overcast clouds
95,Paramonga,PE,-10.6667,-77.8333,65.35,92,98,4.81,overcast clouds
96,Bilibino,RU,68.0546,166.4372,18.66,89,72,2.01,broken clouds
97,Hermanus,ZA,-34.4187,19.2345,60.01,85,53,1.99,broken clouds
98,Upernavik,GL,72.7868,-56.1549,28.54,96,99,9.75,light snow
99,Prijepolje,RS,43.3719,19.6406,48.2,93,90,1.14,overcast clouds
100,Jasper,US,37.2001,-94.3502,69.8,83,1,6.91,clear sky
101,Havre-Saint-Pierre,CA,50.2334,-63.5986,35.6,100,90,4.36,fog
102,Nicoya,CR,10.1483,-85.452,75.49,76,100,3.18,overcast clouds
103,Sambava,MG,-14.2667,50.1667,82.26,68,53,10.47,broken clouds
104,Kavaratti,IN,10.5669,72.642,84.7,68,0,2.64,clear sky
105,Atambua,ID,-9.1061,124.8925,79.41,59,28,2.19,scattered clouds
106,Jumilla,ES,38.4792,-1.325,60.01,75,20,1.99,few clouds
107,Porto Velho,BR,-8.7619,-63.9039,75.2,94,0,4.61,light rain
108,Eureka,US,40.8021,-124.1637,48.99,91,5,3.29,clear sky
109,Buraydah,SA,26.326,43.975,87.8,33,40,5.75,scattered clouds
110,Bethel,US,41.3712,-73.414,51.01,71,99,2.89,overcast clouds
111,Constitucion,CL,-35.3333,-72.4167,55.17,72,37,8.12,scattered clouds
112,Katherine,AU,-14.4667,132.2667,91.4,46,93,10.36,overcast clouds
113,Nikolskoye,RU,59.7035,30.7861,37.99,86,90,4.47,overcast clouds
114,Tasiilaq,GL,65.6145,-37.6368,30.2,80,80,2.04,broken clouds
115,Jinzhou,CN,41.1078,121.1417,66.24,18,100,15.55,overcast clouds
116,Chapais,CA,49.7834,-74.8492,37.4,75,1,4.61,clear sky
117,Thompson,CA,55.7435,-97.8558,12.2,79,75,5.01,broken clouds
118,Pevek,RU,69.7008,170.3133,19.62,91,84,6.11,broken clouds
119,Sant Julia De Loria,AD,42.4625,1.4825,51.01,91,98,4.45,overcast clouds
120,Santo Antonio Do Sudoeste,BR,-26.0736,-53.7253,46.51,73,0,3.85,clear sky
121,Necochea,AR,-38.5473,-58.7368,55.99,85,2,3.0,clear sky
122,Kalmunai,LK,7.4167,81.8167,87.35,63,89,10.58,overcast clouds
123,Sakakah,SA,29.9697,40.2064,78.8,19,0,5.75,clear sky
124,Dalgopol,BG,43.05,27.35,55.0,76,75,11.5,broken clouds
125,Looc,PH,12.2605,121.9926,84.38,56,52,9.1,broken clouds
126,Abingdon,GB,51.6711,-1.2828,46.4,81,75,12.66,broken clouds
127,Vila,PT,42.0304,-8.1588,51.01,91,92,7.0,overcast clouds
128,Avarua,CK,-21.2078,-159.775,80.6,83,40,8.05,scattered clouds
129,Broome,US,42.2506,-75.833,54.0,88,97,3.56,overcast clouds
130,Kaeo,NZ,-35.1,173.7833,53.01,82,33,3.0,scattered clouds
131,Fort Nelson,CA,58.8053,-122.7002,14.0,92,75,1.88,broken clouds
132,Atar,MR,20.5169,-13.0499,77.68,28,0,8.59,clear sky
133,Santa Cruz,BO,-17.8,-63.1667,66.2,68,75,6.91,broken clouds
134,Martil,MA,35.6166,-5.2752,62.6,82,40,3.44,scattered clouds
135,Chiang Rai,TH,19.9167,99.9167,89.01,58,40,5.75,scattered clouds
136,Agirish,RU,61.9247,63.0231,44.87,50,99,6.31,overcast clouds
137,Ostrovnoy,RU,68.0531,39.5131,28.53,81,57,11.74,broken clouds
138,Lebu,CL,-37.6167,-73.65,53.91,89,92,2.26,overcast clouds
139,Henties Bay,NA,-22.116,14.2845,60.01,95,2,5.01,clear sky
140,Prince Rupert,CA,54.3161,-130.3201,46.4,81,90,14.97,light rain
141,Chunhuhub,MX,19.55,-88.6833,70.9,99,38,2.24,scattered clouds
142,San Patricio,US,28.017,-97.5169,75.99,94,75,13.8,broken clouds
143,Georgetown,MY,5.4112,100.3354,88.0,66,20,5.75,few clouds
144,Vung Tau,VN,10.346,107.0843,85.24,68,51,13.91,broken clouds
145,Dingle,PH,10.9995,122.6711,85.91,59,79,10.22,broken clouds
146,Yeppoon,AU,-23.1333,150.7333,73.4,64,90,5.75,overcast clouds
147,Kapit,MY,2.0167,112.9333,86.09,66,73,4.07,broken clouds
148,Hanyang,CN,32.1371,105.5126,70.11,30,100,3.98,overcast clouds
149,Kodiak,US,57.79,-152.4072,44.6,81,90,18.41,light rain
150,Burnie,AU,-41.0667,145.9167,54.0,80,100,1.99,overcast clouds
151,Limbang,MY,4.75,115.0,87.8,70,75,8.05,heavy intensity rain
152,Torbay,CA,47.6666,-52.7314,43.0,87,90,8.05,overcast clouds
153,Karratha,AU,-20.7377,116.8463,91.4,21,0,8.97,clear sky
154,Khani,GE,41.9563,42.9566,73.4,53,0,2.3,clear sky
155,Kilindoni,TZ,-7.9139,39.6668,81.07,79,74,9.62,light rain
156,Capinopolis,BR,-18.6819,-49.5697,61.75,63,2,3.06,clear sky
157,Santa Cruz De La Palma,ES,28.6835,-17.7642,68.0,64,20,1.14,few clouds
158,Sistranda,NO,63.7256,8.834,33.8,93,40,3.33,light snow
159,Dryden,CA,49.7833,-92.7503,37.4,87,1,2.93,clear sky
160,Rorvik,NO,64.8621,11.2373,35.6,87,40,2.3,scattered clouds
161,Dawei,MM,14.0833,98.2,85.82,71,88,4.92,overcast clouds
162,Arlit,NE,18.7369,7.3853,97.27,7,0,6.24,clear sky
163,Nurota,UZ,40.5614,65.6886,93.2,12,0,9.22,clear sky
164,Solnechnyy,RU,50.7214,136.6319,52.32,57,100,8.01,overcast clouds
165,Chernushka,RU,56.5072,56.0766,46.08,54,75,19.77,broken clouds
166,Nantucket,US,41.2835,-70.0995,48.2,87,75,4.61,broken clouds
167,Kemijarvi,FI,66.7131,27.4306,32.79,66,98,6.33,overcast clouds
168,Totness,SR,5.8833,-56.3167,75.18,91,100,3.87,overcast clouds
169,Aksarka,RU,66.5606,67.7975,29.84,86,97,7.78,overcast clouds
170,Mikuni,JP,36.2171,136.1519,64.4,72,90,10.36,overcast clouds
171,Klyuchi,RU,52.2667,79.1667,71.94,35,100,18.32,overcast clouds
172,Carroll,US,39.5501,-77.0164,64.99,71,100,7.38,overcast clouds
173,Vanavara,RU,60.34,102.2797,40.21,54,61,6.42,broken clouds
174,Niimi,JP,34.9833,133.4667,64.4,88,75,5.75,broken clouds
175,Trairi,BR,-3.2778,-39.2689,75.94,85,100,6.58,overcast clouds
176,Lorengau,PG,-2.0226,147.2712,82.74,75,51,7.76,heavy intensity rain
177,Guerrero Negro,MX,27.9769,-114.0611,57.38,81,3,17.58,clear sky
178,Dese,ET,11.1333,39.6333,61.68,69,80,4.65,light rain
179,Esperance,AU,-33.8667,121.9,73.4,56,40,13.8,scattered clouds
180,Hambantota,LK,6.1241,81.1185,91.4,75,75,10.36,broken clouds
181,Patiya,BD,22.2931,91.9762,93.2,59,40,4.61,haze
182,Bengkulu,ID,-3.8004,102.2655,83.46,76,92,4.65,overcast clouds
183,Zhigansk,RU,66.7697,123.3711,28.72,77,83,2.57,broken clouds
184,Ekhabi,RU,53.5102,142.9671,31.1,78,100,13.89,overcast clouds
185,Naze,JP,28.3667,129.4833,73.4,73,75,10.36,broken clouds
186,Pecos,US,31.4229,-103.4932,66.99,23,1,9.22,clear sky
187,East London,ZA,-33.0153,27.9116,66.2,63,0,2.3,clear sky
188,Gushikawa,JP,26.3544,127.8686,75.2,69,75,12.66,broken clouds
189,Vila Franca Do Campo,PT,37.7167,-25.4333,57.2,88,75,6.91,broken clouds
190,Veraval,IN,20.9,70.3667,89.76,50,1,11.23,clear sky
191,Price,US,39.5994,-110.8107,39.2,81,75,9.22,broken clouds
192,Gat,IL,31.61,34.7642,77.0,44,0,1.01,clear sky
193,Shimoda,JP,34.6667,138.95,68.0,60,75,17.27,broken clouds
194,Casper,US,42.8666,-106.3131,37.0,93,1,9.22,clear sky
195,Bathsheba,BB,13.2167,-59.5167,78.8,65,75,13.8,broken clouds
196,Vestmannaeyjar,IS,63.4427,-20.2734,42.69,71,1,18.66,clear sky
197,Hofn,IS,64.2539,-15.2082,39.2,81,20,9.22,few clouds
198,Lagunas,PE,-5.2269,-75.6753,71.28,99,100,1.14,overcast clouds
199,Walvis Bay,NA,-22.9575,14.5053,61.0,100,90,9.22,overcast clouds
200,Bacolod,PH,10.6667,122.95,85.15,63,95,13.15,overcast clouds
201,Tutoia,BR,-2.7619,-42.2744,77.56,88,94,6.2,overcast clouds
202,Miresu Mare,RO,47.5,23.3333,55.4,50,0,11.5,clear sky
203,San-Pedro,CI,4.7485,-6.6363,78.96,89,100,3.83,light rain
204,Kloulklubed,PW,7.0419,134.2556,84.2,74,75,4.61,broken clouds
205,Tazovskiy,RU,67.4667,78.7,32.54,99,100,4.99,overcast clouds
206,Matipo,BR,-20.2839,-42.3411,61.57,94,0,2.13,clear sky
207,Vagur,FO,61.4732,-6.8119,39.76,64,99,12.33,overcast clouds
208,Kahului,US,20.8947,-156.47,71.6,94,40,4.61,scattered clouds
209,Mehamn,NO,71.0357,27.8492,26.6,74,75,16.11,broken clouds
210,Klaksvik,FO,62.2266,-6.589,35.6,87,75,19.57,broken clouds
211,Doka,SD,13.5167,35.7667,98.33,18,33,8.93,scattered clouds
212,Tala,EG,30.6803,30.9429,81.66,23,0,9.53,clear sky
213,Victoria,HK,22.2855,114.1577,80.01,80,52,1.01,broken clouds
214,Mala,PE,-12.6581,-76.6308,65.53,93,98,2.57,overcast clouds
215,Hobyo,SO,5.3505,48.5268,87.42,63,89,9.73,overcast clouds
216,Chuy,UY,-33.6971,-53.4616,50.09,87,3,6.2,clear sky
217,Nola,IT,40.922,14.5329,66.99,72,40,6.91,scattered clouds
218,Moravsky Beroun,CZ,49.7937,17.4421,52.0,33,73,14.0,broken clouds
219,Sao Filipe,CV,14.8961,-24.4956,72.16,75,4,9.44,clear sky
220,Sangar,RU,63.9242,127.4739,28.98,79,84,10.04,broken clouds
221,Rawson,AR,-43.3002,-65.1023,61.79,61,100,10.38,overcast clouds
222,Terney,RU,45.0503,136.6092,41.76,97,100,5.32,overcast clouds
223,Whitehorse,CA,60.7161,-135.0538,24.8,50,1,6.91,clear sky
224,Singkang,MY,2.1006,102.7994,87.8,70,20,6.91,few clouds
225,Amnat Charoen,TH,15.9167,104.75,95.0,44,88,9.31,light rain
226,Dalby,AU,-27.1833,151.2667,69.01,50,100,1.99,overcast clouds
227,Rantepao,ID,-2.9701,119.8978,74.32,94,100,2.06,overcast clouds
228,Zaysan,KZ,47.4667,84.8667,72.52,25,91,5.95,overcast clouds
229,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,56.44,57,67,4.18,broken clouds
230,Horta,PT,38.5333,-28.6333,59.0,72,75,14.97,broken clouds
231,Dudinka,RU,69.4058,86.1778,33.22,99,100,13.94,snow
232,Gizo,SB,-8.103,156.8419,80.29,81,100,14.63,overcast clouds
233,Pangnirtung,CA,66.1451,-65.7125,16.21,57,1,7.61,clear sky
234,Kungurtug,RU,50.5994,97.5228,41.04,85,100,3.94,moderate rain
235,Faanui,PF,-16.4833,-151.75,81.84,72,20,12.93,few clouds
236,Akdepe,TM,42.0551,59.3788,91.4,16,0,9.22,clear sky
237,Noumea,NC,-22.2763,166.4572,69.8,73,0,3.44,clear sky
238,Svetlogorsk,BY,52.6333,29.7333,43.23,66,100,7.45,overcast clouds
239,Rayong,TH,12.8333,101.4333,90.0,100,100,3.11,light rain
240,Udachnyy,RU,66.4167,112.4,33.1,94,16,10.07,few clouds
241,Puerto Ayora,EC,-0.7393,-90.3518,74.26,93,21,6.29,few clouds
242,Bonthe,SL,7.5264,-12.505,79.81,77,100,3.49,overcast clouds
243,Codrington,AU,-38.2667,141.9667,54.75,82,98,3.44,overcast clouds
244,Karakol,KG,42.4907,78.3936,65.39,31,1,8.75,clear sky
245,Stodolishche,RU,54.1859,32.6492,39.9,85,100,10.29,light rain
246,Kyzyl-Suu,KG,42.3414,78.0056,60.94,40,1,5.59,clear sky
247,Cordoba,AR,-31.4135,-64.1811,54.0,87,0,2.3,clear sky
248,Cayenne,GF,4.9333,-52.3333,73.99,100,75,5.48,broken clouds
249,Prieska,ZA,-29.6641,22.7474,67.26,38,70,4.94,broken clouds
250,Evensk,RU,61.95,159.2333,23.56,77,0,7.43,clear sky
251,Tuatapere,NZ,-46.1333,167.6833,54.0,90,96,7.0,overcast clouds
252,San Policarpo,PH,12.1791,125.5072,81.37,71,48,9.55,scattered clouds
253,Beroroha,MG,-21.6667,45.1667,86.43,48,0,3.4,clear sky
254,Los Andes,CL,-32.8337,-70.5983,60.01,87,0,3.44,clear sky
255,Saint-Francois,FR,46.4154,3.9054,55.99,87,100,1.14,overcast clouds
256,Cherskiy,RU,68.75,161.3,27.7,85,70,10.0,broken clouds
257,Ayan,RU,56.45,138.1667,30.56,86,100,15.88,overcast clouds
258,Alamosa,US,37.4695,-105.87,33.8,60,1,4.61,clear sky
259,Bowen,AU,-20.0167,148.2333,73.4,78,75,10.36,broken clouds
260,Warrington,GB,53.3925,-2.5802,51.01,76,75,13.8,broken clouds
261,Ancud,CL,-41.8697,-73.8203,54.0,100,90,1.05,fog
262,Satipo,PE,-11.2522,-74.6386,67.41,98,100,0.47,overcast clouds
263,Morant Bay,JM,17.8815,-76.4093,78.8,65,20,4.61,few clouds
264,Abu Dhabi,AE,24.4667,54.3667,100.4,19,20,5.75,few clouds
265,Namyslow,PL,51.0759,17.7228,54.0,45,29,5.99,scattered clouds
266,Manokwari,ID,-0.8667,134.0833,83.21,70,28,3.27,scattered clouds
267,Oro Valley,US,32.3909,-110.9665,55.0,68,100,1.01,overcast clouds
268,Chitral,PK,35.8462,71.7858,68.58,43,5,3.74,clear sky
269,Kruisfontein,ZA,-34.0033,24.7314,68.0,73,99,1.99,overcast clouds
270,Pitimbu,BR,-7.4706,-34.8086,73.4,100,75,4.61,broken clouds
271,Bardiyah,LY,31.7561,25.0865,79.9,24,1,7.67,clear sky
272,Ferrol,ES,43.4832,-8.2369,54.0,76,40,4.61,scattered clouds
273,Hay River,CA,60.8156,-115.7999,12.2,57,92,5.75,overcast clouds
274,Grindavik,IS,63.8424,-22.4338,42.8,81,90,9.22,overcast clouds
275,Waipawa,NZ,-41.4122,175.5153,51.8,76,2,6.91,clear sky
276,Tautira,PF,-17.7333,-149.15,78.8,78,20,3.44,few clouds
277,Tromso,NO,69.6496,18.957,30.2,80,75,6.91,light snow
278,Agadez,NE,19.75,10.25,93.31,8,0,7.16,clear sky
279,Lasa,IT,46.6166,10.7002,55.99,93,90,5.75,overcast clouds
280,Rio De Janeiro,BR,-22.9028,-43.2075,69.8,94,90,3.44,overcast clouds
281,Key West,US,24.5557,-81.7826,78.8,65,75,12.66,broken clouds
282,Soure,BR,-0.7167,-48.5233,76.87,86,100,4.99,overcast clouds
283,Kaitangata,NZ,-46.2817,169.8464,53.01,72,77,3.0,broken clouds
284,Tayginka,RU,55.6244,60.5076,47.77,59,100,13.6,overcast clouds
285,Vostok,RU,46.4856,135.8833,41.07,94,100,5.75,moderate rain
286,Cabo San Lucas,MX,22.8909,-109.9124,69.01,74,20,1.01,few clouds
287,Taft,IR,31.7471,54.2088,79.0,21,45,5.41,scattered clouds
288,Wanning,CN,18.8003,110.3967,82.62,71,65,5.7,broken clouds
289,Northam,GB,51.0333,-4.2167,44.01,89,85,11.01,overcast clouds
290,Talcahuano,CL,-36.7167,-73.1167,48.2,100,0,8.05,clear sky
291,Chicama,PE,-7.8447,-79.1469,65.61,90,100,5.01,overcast clouds
292,Bolitoc,PH,15.7395,119.8769,85.33,64,38,8.08,scattered clouds
293,Caborca,MX,30.5838,-111.101,57.0,60,7,2.04,clear sky
294,Redmond,US,47.674,-122.1215,48.99,89,97,3.2,overcast clouds
295,Lavrentiya,RU,65.5833,-171.0,29.03,95,100,1.86,overcast clouds
296,The Valley,AI,18.217,-63.0578,77.0,78,75,13.8,broken clouds
297,Bhag,PK,29.0415,67.8239,106.88,8,99,6.89,overcast clouds
298,Ngunguru,NZ,-35.6167,174.5,53.01,82,1,3.0,clear sky
299,Aksu,CN,41.1231,80.2644,79.32,10,0,5.7,clear sky
300,Catuday,PH,16.2923,119.8062,82.17,67,96,12.46,overcast clouds
301,Tuktoyaktuk,CA,69.4541,-133.0374,4.23,90,23,7.7,few clouds
302,Goderich,CA,43.7501,-81.7165,51.8,87,100,8.05,overcast clouds
303,Rio Gallegos,AR,-51.6226,-69.2181,37.4,93,0,8.05,clear sky
304,Orange,US,33.7,-117.7675,55.0,74,0,2.24,clear sky
305,Muros,ES,42.7762,-9.0603,55.99,68,91,10.0,overcast clouds
306,Oktyabrskiy,RU,54.4815,53.471,50.41,45,95,21.83,overcast clouds
307,Belmonte,BR,-15.8631,-38.8828,68.0,94,0,3.44,clear sky
308,Beloha,MG,-25.1667,45.05,88.93,36,0,4.05,clear sky
309,Lompoc,US,34.6391,-120.4579,48.2,93,2,3.44,clear sky
310,Mareeba,AU,-17.0,145.4333,77.0,69,40,13.8,scattered clouds
311,Fortuna,US,40.5982,-124.1573,48.99,100,75,3.53,broken clouds
312,Hualmay,PE,-11.0964,-77.6139,65.01,92,96,5.95,overcast clouds
313,Nanortalik,GL,60.1432,-45.2371,34.88,87,100,6.58,overcast clouds
314,Mundgod,IN,14.9667,75.0333,99.34,24,1,2.66,clear sky
315,Moree,AU,-29.4667,149.85,68.0,45,87,2.3,overcast clouds
316,Moose Factory,CA,51.2585,-80.6094,32.0,69,1,6.91,clear sky
317,Batagay,RU,67.6333,134.6333,25.97,77,100,3.15,overcast clouds
318,Nagato,JP,34.3833,131.2,62.6,82,75,10.36,broken clouds
319,Ucluelet,CA,48.9329,-125.5528,51.01,88,100,3.67,overcast clouds
320,Moron,AR,-34.6534,-58.6198,59.0,98,0,3.94,clear sky
321,Cap Malheureux,MU,-19.9842,57.6142,78.01,83,100,10.0,light rain
322,Marzuq,YE,14.4,46.4667,79.75,46,53,3.74,broken clouds
323,Santa Rosa,PH,14.3122,121.1114,89.6,58,20,9.22,few clouds
324,Jalu,LY,29.0331,21.5482,86.05,13,0,13.33,clear sky
325,Tarpon Springs,US,28.1461,-82.7568,72.0,78,1,5.75,clear sky
326,Kasongo-Lunda,CD,-6.4667,16.8167,76.53,86,98,0.83,light rain
327,Palu,ID,-0.8917,119.8707,81.28,88,99,2.24,overcast clouds
328,Lamar,US,33.6668,-95.5836,71.01,94,90,5.75,overcast clouds
329,Barillas,GT,15.8036,-91.3158,62.6,82,75,3.11,broken clouds
330,Comodoro Rivadavia,AR,-45.8667,-67.5,55.4,50,0,11.5,clear sky
331,Buenavista,PH,8.9769,125.4089,83.25,74,25,5.5,scattered clouds
332,Kelo,TD,9.3086,15.8066,90.95,37,99,2.82,overcast clouds
333,Saldanha,ZA,-33.0117,17.9442,55.4,94,0,3.44,clear sky
334,Praya,CV,14.9215,-23.5087,69.8,73,75,13.8,broken clouds
335,Port Moresby,PG,-9.4431,147.1797,78.8,89,75,11.5,moderate rain
336,Praia Da Vitoria,PT,38.7333,-27.0667,59.0,88,75,9.91,broken clouds
337,Yumen,CN,40.2833,97.2,70.5,7,93,34.56,overcast clouds
338,Namibe,AO,-15.1961,12.1522,68.0,88,40,7.92,scattered clouds
339,Road Town,VG,18.4167,-64.6167,75.2,78,90,9.22,overcast clouds
340,Quatre Cocos,MU,-20.2078,57.7625,78.8,89,75,18.41,moderate rain
341,Barcelos,PT,41.5388,-8.6151,59.0,88,40,2.3,scattered clouds
342,Tiksi,RU,71.6872,128.8694,26.06,85,100,17.11,overcast clouds
343,Mount Isa,AU,-20.7333,139.5,84.2,23,0,8.05,clear sky
344,Bunol,ES,39.4167,-0.7833,63.0,99,7,1.01,clear sky
345,Lac-Megantic,CA,45.5834,-70.8823,37.99,80,1,4.03,clear sky
346,Olavarria,AR,-36.8927,-60.3225,50.9,90,0,6.31,clear sky
347,Flinders,AU,-34.5833,150.8552,64.99,73,85,5.01,overcast clouds
348,Tete,MZ,-16.1564,33.5867,89.6,58,40,6.91,scattered clouds
349,Egvekinot,RU,66.3167,-179.1667,18.0,91,70,7.52,broken clouds
